trade_date,entry_time,expiry,method,ce_strike,pe_strike,ce_entry,pe_entry,ce_exit,pe_exit,ce_exit_reason,pe_exit_reason,gross_pnl_rupees,costs_rupees,net_pnl_rupees,max_intraday_drawdown_rupees,combined_exit_reason
2026-02-09,2026-02-09 09:20:00+05:30,2026-03-02,delta_target,25900.0,25900.0,281.15,248.0,284.05,236.5,EOD,EOD,429.9999999999983,100.0,329.9999999999983,-167.50000000000114,EOD
2026-02-10,2026-02-10 09:20:00+05:30,2026-03-02,delta_target,26300.0,25950.0,124.05,224.8,118.0,213.95,EOD,EOD,845.000000000001,100.0,745.000000000001,0.0,EOD
2026-02-11,2026-02-11 09:20:00+05:30,2026-03-02,delta_target,26050.0,26050.0,252.05,210.65,219.8,238.5,EOD,EOD,220.00000000000028,100.0,120.00000000000028,-527.4999999999991,EOD
2026-02-12,2026-02-12 09:20:00+05:30,2026-03-02,delta_target,25900.0,25900.0,251.05,206.3,222.0,224.9,EOD,EOD,522.5000000000009,100.0,422.5000000000009,-119.99999999999886,EOD
2026-02-13,2026-02-13 09:20:00+05:30,2026-03-02,delta_target,26000.0,26000.0,108.0,403.7,94.1,459.6,COMBINED_SL,COMBINED_SL,-2100.0000000000014,100.0,-2200.0000000000014,-2100.000000000002,COMBINED_SL
2026-02-16,2026-02-16 09:20:00+05:30,2026-03-02,delta_target,25850.0,25850.0,117.3,399.0,137.4,346.45,COMBINED_TGT,COMBINED_TGT,1622.5000000000002,100.0,1522.5000000000002,-1214.9999999999998,COMBINED_TGT
2026-02-17,2026-02-17 09:20:00+05:30,2026-03-02,delta_target,25600.0,25600.0,245.0,212.35,318.5,178.95,LEG_SL,COMBINED_SL,-2004.9999999999998,100.0,-2105.0,-2004.9999999999998,COMBINED_SL
2026-02-18,2026-02-18 09:20:00+05:30,2026-03-02,delta_target,26050.0,26050.0,80.65,364.9,99.25,315.05,COMBINED_TGT,COMBINED_TGT,1562.4999999999986,100.0,1462.4999999999986,-1637.5000000000016,COMBINED_TGT
2026-02-19,2026-02-19 09:20:00+05:30,2026-03-02,delta_target,25850.0,25850.0,201.05,164.5,120.0,213.85,COMBINED_TGT,LEG_SL,1585.000000000001,100.0,1485.000000000001,-604.9999999999995,COMBINED_TGT
2026-02-20,2026-02-20 09:20:00+05:30,2026-03-02,delta_target,25450.0,25450.0,223.2,192.95,290.15999999999997,142.6,LEG_SL,EOD,-830.4999999999993,100.0,-930.4999999999993,-1587.9999999999995,EOD
2026-02-23,2026-02-23 09:20:00+05:30,2026-03-02,delta_target,26050.0,26050.0,82.05,354.4,62.0,418.5,COMBINED_SL,COMBINED_SL,-2202.5000000000014,100.0,-2302.5000000000014,-2202.500000000001,COMBINED_SL
2026-02-24,2026-02-24 09:20:00+05:30,2026-03-02,delta_target,25550.0,25550.0,205.65,167.95,120.8,218.33499999999998,COMBINED_TGT,LEG_SL,1723.250000000001,100.0,1623.250000000001,-1421.7499999999986,COMBINED_TGT
2026-02-25,2026-02-25 09:20:00+05:30,2026-03-02,delta_target,25900.0,25900.0,46.25,329.7,47.0,293.75,COMBINED_TGT,COMBINED_TGT,1759.9999999999995,100.0,1659.9999999999995,-227.50000000000125,COMBINED_TGT
2026-02-26,2026-02-26 09:20:00+05:30,2026-03-02,delta_target,25800.0,25800.0,37.65,312.0,44.55,271.15,COMBINED_TGT,COMBINED_TGT,1697.5000000000011,100.0,1597.5000000000011,0.0,COMBINED_TGT
2026-02-27,2026-02-27 09:20:00+05:30,2026-03-02,delta_target,25350.0,25350.0,137.55,89.3,79.5,116.09,COMBINED_TGT,LEG_SL,1563.0000000000002,100.0,1463.0000000000002,-107.49999999999955,COMBINED_TGT
