name,index,interval,underlying_data,options_data,lot_size,strike_step,strike_method,entry_time,exit_time,premium_target_per_leg,premium_band,fixed_distance_points,target_delta_ce,target_delta_pe,lots,per_leg_sl_pct,combined_mtm_sl_rupees,combined_mtm_target_rupees,slippage_per_order_rupees,charges_per_lot_roundtrip_rupees,output_name,save_trades,strategy,status,trades,net_pnl,gross_pnl,max_drawdown,win_rate,avg_pnl,profit_factor,report_path,score
nifty_strangle_v1,NIFTY,5minute,data/underlying_5m.csv,data/options_5m.csv,50,50,delta_target,09:30,15:20,60,20,300,0.15,-0.15,1,50,3000,3500,5,40,sweep_tradebook_01021.csv,False,nifty_strangle_v1,ok,25,20320.00000000001,22820.00000000001,-6867.5,68.0,812.8000000000004,2.435788729906377,,3.6388642155078283
nifty_strangle_v1,NIFTY,5minute,data/underlying_5m.csv,data/options_5m.csv,50,50,fixed_distance,09:20,15:20,60,20,500,0.2,-0.2,1,50,3000,1500,5,40,sweep_tradebook_00521.csv,False,nifty_strangle_v1,ok,25,15450.000000000004,17950.000000000004,-5300.0,68.0,618.0000000000001,2.9021237303785785,,3.5950943396226425
nifty_strangle_v1,NIFTY,5minute,data/underlying_5m.csv,data/options_5m.csv,50,50,fixed_distance,09:20,15:20,60,20,500,0.2,-0.2,1,50,4000,2500,5,40,sweep_tradebook_00671.csv,False,nifty_strangle_v1,ok,25,14800.000000000002,17300.0,-5300.0,64.0,592.0000000000001,2.651785714285715,,3.4324528301886796
nifty_strangle_v1,NIFTY,5minute,data/underlying_5m.csv,data/options_5m.csv,50,50,fixed_distance,09:20,15:20,60,20,300,0.2,-0.2,1,40,2000,1500,5,40,sweep_tradebook_00647.csv,False,nifty_strangle_v1,ok,25,17724.000000000007,20224.000000000007,-6513.5,68.0,708.9600000000003,2.8002132954141494,,3.4011176786673842
nifty_strangle_v1,NIFTY,5minute,data/underlying_5m.csv,data/options_5m.csv,50,50,delta_target,09:20,15:20,60,20,300,0.15,-0.25,1,40,4000,3500,5,40,sweep_tradebook_01055.csv,False,nifty_strangle_v1,ok,25,15733.500000000007,18233.500000000007,-5663.0,60.0,629.3400000000003,2.0018466044764245,,3.378297722055449
nifty_strangle_v1,NIFTY,5minute,data/underlying_5m.csv,data/options_5m.csv,50,50,delta_target,10:00,15:20,60,20,300,0.25,-0.2,1,30,4000,1500,5,40,sweep_tradebook_00777.csv,False,nifty_strangle_v1,ok,26,14305.999999999998,16906.0,-5277.250000000002,61.53846153846154,550.2307692307692,2.2152823496931218,,3.3262662298618513
nifty_strangle_v1,NIFTY,5minute,data/underlying_5m.csv,data/options_5m.csv,50,50,delta_target,09:30,15:20,60,20,300,0.15,-0.15,1,50,2000,3500,5,40,sweep_tradebook_00346.csv,False,nifty_strangle_v1,ok,25,15827.500000000011,18327.50000000001,-5962.499999999996,64.0,633.1000000000005,2.096277056277057,,3.294507337526209
nifty_strangle_v1,NIFTY,5minute,data/underlying_5m.csv,data/options_5m.csv,50,50,delta_target,09:20,15:20,60,20,300,0.2,-0.25,1,40,4000,3500,5,40,sweep_tradebook_00636.csv,False,nifty_strangle_v1,ok,25,18300.000000000007,20800.000000000007,-7157.499999999996,68.0,732.0000000000003,2.112090182613717,,3.2367586447782073
nifty_strangle_v1,NIFTY,5minute,data/underlying_5m.csv,data/options_5m.csv,50,50,delta_target,10:00,15:20,60,20,300,0.25,-0.2,1,30,2000,2500,5,40,sweep_tradebook_00275.csv,False,nifty_strangle_v1,ok,26,15760.5,18360.5,-5969.5,57.692307692307686,606.1730769230769,2.4192894772389573,,3.2170939455050354
nifty_strangle_v1,NIFTY,5minute,data/underlying_5m.csv,data/options_5m.csv,50,50,delta_target,09:20,15:20,60,20,300,0.15,-0.25,1,50,2000,1500,5,40,sweep_tradebook_00986.csv,False,nifty_strangle_v1,ok,25,15005.0,17505.0,-5876.249999999996,64.0,600.2,2.0046869768998996,,3.1934992554775596
nifty_strangle_v1,NIFTY,5minute,data/underlying_5m.csv,data/options_5m.csv,50,50,fixed_distance,09:20,15:20,60,20,400,0.2,-0.2,1,30,4000,1500,5,40,sweep_tradebook_01019.csv,False,nifty_strangle_v1,ok,25,11668.249999999998,14168.249999999998,-4505.5,60.0,466.7299999999999,2.1533595275162476,,3.1897791588059037
nifty_strangle_v1,NIFTY,5minute,data/underlying_5m.csv,data/options_5m.csv,50,50,delta_target,09:45,15:20,60,20,300,0.25,-0.25,1,50,3000,1500,5,40,sweep_tradebook_01044.csv,False,nifty_strangle_v1,ok,25,13097.499999999998,15597.499999999998,-5362.5,68.0,523.9,1.713954756064323,,3.122424242424242
nifty_strangle_v1,NIFTY,5minute,data/underlying_5m.csv,data/options_5m.csv,50,50,delta_target,09:20,15:20,60,20,300,0.15,-0.15,1,50,2000,1500,5,40,sweep_tradebook_00401.csv,False,nifty_strangle_v1,ok,25,19201.24999999999,21701.24999999999,-8198.750000000004,72.0,768.0499999999996,2.386747314254761,,3.061972861716723
nifty_strangle_v1,NIFTY,5minute,data/underlying_5m.csv,data/options_5m.csv,50,50,delta_target,09:30,15:20,60,20,300,0.2,-0.15,1,30,4000,1500,5,40,sweep_tradebook_00907.csv,False,nifty_strangle_v1,ok,25,19102.999999999996,21602.999999999996,-7937.000000000011,64.0,764.1199999999999,2.492363579547673,,3.0468287766158464
nifty_strangle_v1,NIFTY,5minute,data/underlying_5m.csv,data/options_5m.csv,50,50,delta_target,09:20,15:20,60,20,300,0.15,-0.15,1,30,3000,3500,5,40,sweep_tradebook_01197.csv,False,nifty_strangle_v1,ok,25,25705.499999999993,28205.499999999996,-11070.75,72.0,1028.2199999999998,2.656655818000193,,3.041929408576654
nifty_strangle_v1,NIFTY,5minute,data/underlying_5m.csv,data/options_5m.csv,50,50,delta_target,09:20,15:20,60,20,300,0.15,-0.25,1,30,2000,2500,5,40,sweep_tradebook_01198.csv,False,nifty_strangle_v1,ok,25,16358.999999999998,18859.0,-6877.0,60.0,654.3599999999999,1.968977210466304,,2.9787988948669475
nifty_strangle_v1,NIFTY,5minute,data/underlying_5m.csv,data/options_5m.csv,50,50,delta_target,09:20,15:20,60,20,300,0.15,-0.2,1,30,4000,3500,5,40,sweep_tradebook_00133.csv,False,nifty_strangle_v1,ok,25,25154.24999999999,27654.24999999999,-11025.0,68.0,1006.1699999999996,2.740778546712802,,2.961564625850339
nifty_strangle_v1,NIFTY,5minute,data/underlying_5m.csv,data/options_5m.csv,50,50,delta_target,10:00,15:20,60,20,300,0.25,-0.2,1,30,3000,2500,5,40,sweep_tradebook_00388.csv,False,nifty_strangle_v1,ok,26,14158.5,16758.5,-5969.500000000002,57.692307692307686,544.5576923076923,2.1142722228780544,,2.9487297608999583
nifty_strangle_v1,NIFTY,5minute,data/underlying_5m.csv,data/options_5m.csv,50,50,premium_target,09:20,15:20,40,10,200,0.2,-0.2,1,50,4000,3500,5,40,sweep_tradebook_00034.csv,False,nifty_strangle_v1,ok,24,8235.0,10635.0,-3466.25,54.166666666666664,343.125,2.583653846153846,,2.917432984733742
nifty_strangle_v1,NIFTY,5minute,data/underlying_5m.csv,data/options_5m.csv,50,50,premium_target,09:20,15:20,40,15,200,0.2,-0.2,1,50,2000,3500,5,40,sweep_tradebook_00152.csv,False,nifty_strangle_v1,ok,24,8235.0,10635.0,-3466.25,54.166666666666664,343.125,2.583653846153846,,2.917432984733742
nifty_strangle_v1,NIFTY,5minute,data/underlying_5m.csv,data/options_5m.csv,50,50,premium_target,09:20,15:20,40,20,200,0.2,-0.2,1,50,4000,3500,5,40,sweep_tradebook_00627.csv,False,nifty_strangle_v1,ok,24,8235.0,10635.0,-3466.25,54.166666666666664,343.125,2.583653846153846,,2.917432984733742
nifty_strangle_v1,NIFTY,5minute,data/underlying_5m.csv,data/options_5m.csv,50,50,premium_target,09:20,15:20,40,15,200,0.2,-0.2,1,50,3000,3500,5,40,sweep_tradebook_00815.csv,False,nifty_strangle_v1,ok,24,8235.0,10635.0,-3466.25,54.166666666666664,343.125,2.583653846153846,,2.917432984733742
nifty_strangle_v1,NIFTY,5minute,data/underlying_5m.csv,data/options_5m.csv,50,50,fixed_distance,09:20,15:20,60,20,400,0.2,-0.2,1,40,3000,3500,5,40,sweep_tradebook_00448.csv,False,nifty_strangle_v1,ok,25,12542.5,15042.5,-5607.000000000001,60.0,501.7,1.8527961924188339,,2.8369359728910286
nifty_strangle_v1,NIFTY,5minute,data/underlying_5m.csv,data/options_5m.csv,50,50,delta_target,09:30,15:20,60,20,300,0.2,-0.15,1,30,2000,3500,5,40,sweep_tradebook_00483.csv,False,nifty_strangle_v1,ok,25,21913.499999999993,24413.499999999993,-9959.000000000007,60.0,876.5399999999997,2.593940936863543,,2.8003715232453037
nifty_strangle_v1,NIFTY,5minute,data/underlying_5m.csv,data/options_5m.csv,50,50,delta_target,09:20,15:20,60,20,300,0.25,-0.15,1,30,4000,1500,5,40,sweep_tradebook_00317.csv,False,nifty_strangle_v1,ok,25,10987.499999999985,13487.499999999987,-5430.000000000001,76.0,439.49999999999943,1.7330620142108946,,2.783480662983423
