trade_date,entry_time,expiry,method,ce_strike,pe_strike,ce_entry,pe_entry,ce_exit,pe_exit,ce_exit_reason,pe_exit_reason,gross_pnl_rupees,costs_rupees,net_pnl_rupees,max_intraday_drawdown_rupees,combined_exit_reason
2026-02-16,2026-02-16 09:20:00+05:30,2026-03-30,delta_target,60400.0,60400.0,1110.9,814.5,1441.5,607.2,COMBINED_SL,COMBINED_SL,-3698.9999999999986,120.0,-3818.9999999999986,-3698.999999999998,COMBINED_SL
2026-02-17,2026-02-17 09:20:00+05:30,2026-03-30,delta_target,60700.0,60700.0,1086.2,783.0,1337.35,650.0,COMBINED_SL,COMBINED_SL,-3544.499999999996,120.0,-3664.499999999996,-3544.4999999999964,COMBINED_SL
2026-02-18,2026-02-18 09:20:00+05:30,2026-03-30,delta_target,61100.0,61100.0,1076.1,735.65,1324.1,629.85,COMBINED_SL,COMBINED_SL,-4266.000000000002,120.0,-4386.000000000002,-4266.000000000002,COMBINED_SL
2026-02-19,2026-02-19 09:20:00+05:30,2026-03-30,delta_target,62100.0,62100.0,746.4,1031.95,457.9,1393.1325000000002,EOD,LEG_SL,-2180.4750000000035,120.0,-2300.4750000000035,-3199.499999999999,EOD
2026-02-20,2026-02-20 09:20:00+05:30,2026-03-30,delta_target,61000.0,61000.0,1050.0,759.45,1288.15,649.35,COMBINED_SL,COMBINED_SL,-3841.500000000002,120.0,-3961.500000000002,-3841.500000000002,COMBINED_SL
2026-02-23,2026-02-23 09:20:00+05:30,2026-03-30,delta_target,62100.0,62100.0,725.0,1060.4,627.45,1110.5,EOD,EOD,1423.5000000000014,120.0,1303.5000000000014,-2495.9999999999945,EOD
2026-02-24,2026-02-24 09:20:00+05:30,2026-03-30,delta_target,61900.0,61900.0,693.0,1050.0,619.85,1113.45,EOD,EOD,290.99999999999795,120.0,170.99999999999795,-2481.000000000002,EOD
2026-02-25,2026-02-25 09:20:00+05:30,2026-03-30,delta_target,61300.0,61300.0,1040.9,723.8,925.0,755.8,COMBINED_TGT,COMBINED_TGT,2517.0000000000027,120.0,2397.0000000000027,0.0,COMBINED_TGT
2026-02-26,2026-02-26 09:20:00+05:30,2026-03-30,delta_target,61100.0,61100.0,1032.55,685.9,1043.35,661.7,EOD,EOD,401.9999999999993,120.0,281.9999999999993,-372.00000000000273,EOD
2026-02-27,2026-02-27 09:20:00+05:30,2026-03-30,delta_target,61000.0,61000.0,981.75,696.5,761.7,899.2,EOD,EOD,520.4999999999973,120.0,400.49999999999727,-521.9999999999993,EOD
