trade_date,entry_time,expiry,method,ce_strike,pe_strike,ce_entry,pe_entry,ce_exit,pe_exit,ce_exit_reason,pe_exit_reason,gross_pnl_rupees,costs_rupees,net_pnl_rupees,max_intraday_drawdown_rupees,combined_exit_reason
2026-02-12,2026-02-12 10:00:00+05:30,2026-03-02,delta_target,25950.0,25950.0,233.75,215.75,199.5,246.35,EOD,EOD,182.50000000000028,100.0,82.50000000000028,-605.0000000000009,EOD
2026-02-13,2026-02-13 10:00:00+05:30,2026-03-02,delta_target,25650.0,25650.0,236.8,227.8,205.7,292.65,EOD,EOD,-1687.4999999999973,100.0,-1787.4999999999973,-1897.499999999998,EOD
2026-02-16,2026-02-16 10:00:00+05:30,2026-03-02,delta_target,25850.0,25850.0,127.8,393.9,166.14000000000001,295.55,LEG_SL,COMBINED_TGT,3000.4999999999973,100.0,2900.4999999999973,0.0,COMBINED_TGT
2026-02-17,2026-02-17 10:00:00+05:30,2026-03-02,delta_target,25700.0,25700.0,229.15,220.1,258.0,181.7,EOD,EOD,477.50000000000057,100.0,377.50000000000057,-472.49999999999955,EOD
2026-02-18,2026-02-18 10:00:00+05:30,2026-03-02,delta_target,25700.0,25700.0,216.15,193.95,280.995,131.75,LEG_SL,EOD,-132.2500000000005,100.0,-232.2500000000005,-517.25,EOD
2026-02-19,2026-02-19 10:00:00+05:30,2026-03-02,delta_target,25800.0,25800.0,203.0,170.0,99.8,221.0,COMBINED_TGT,LEG_SL,2610.0,100.0,2510.0,-1652.5000000000005,COMBINED_TGT
2026-02-20,2026-02-20 10:00:00+05:30,2026-03-02,delta_target,25800.0,25800.0,103.45,349.8,134.485,258.95,LEG_SL,COMBINED_TGT,2990.7500000000005,100.0,2890.7500000000005,-987.4999999999994,COMBINED_TGT
2026-02-23,2026-02-23 10:00:00+05:30,2026-03-02,delta_target,25750.0,25750.0,204.2,184.0,180.65,239.20000000000002,EOD,LEG_SL,-1582.5000000000018,100.0,-1682.5000000000018,-1630.0000000000011,EOD
2026-02-24,2026-02-24 10:00:00+05:30,2026-03-02,delta_target,25550.0,25550.0,189.0,188.95,141.8,245.635,EOD,LEG_SL,-474.2500000000007,100.0,-574.2500000000007,-696.75,EOD
2026-02-25,2026-02-25 10:00:00+05:30,2026-03-02,delta_target,25650.0,25650.0,140.6,136.8,85.1,177.84000000000003,EOD,LEG_SL,722.999999999999,100.0,622.999999999999,-294.99999999999886,EOD
2026-02-26,2026-02-26 10:00:00+05:30,2026-03-02,delta_target,25550.0,25550.0,135.45,116.9,102.3,151.97,EOD,LEG_SL,-96.00000000000009,100.0,-196.00000000000009,-331.0,EOD
2026-02-27,2026-02-27 10:00:00+05:30,2026-03-02,delta_target,25600.0,25600.0,26.15,288.6,15.65,375.18000000000006,EOD,LEG_SL,-3804.000000000002,100.0,-3904.000000000002,-3804.000000000002,EOD
