trade_date,entry_time,expiry,method,ce_strike,pe_strike,ce_entry,pe_entry,ce_exit,pe_exit,ce_exit_reason,pe_exit_reason,gross_pnl_rupees,costs_rupees,net_pnl_rupees,max_intraday_drawdown_rupees,combined_exit_reason
2026-01-22,2026-01-22 10:00:00+05:30,2026-03-02,delta_target,27000.0,25200.0,45.0,260.0,42.0,338.0,EOD,LEG_SL,-3750.0,100.0,-3850.0,-3907.5,EOD
2026-01-23,2026-01-23 10:00:00+05:30,2026-03-02,delta_target,26500.0,25200.0,86.85,307.3,65.0,399.49,EOD,LEG_SL,-3517.0,100.0,-3617.0,-3904.5,EOD
2026-01-27,2026-01-27 10:00:00+05:30,2026-03-02,delta_target,25300.0,25350.0,320.05,471.0,320.05,396.3,COMBINED_TGT,COMBINED_TGT,3734.9999999999995,100.0,3634.9999999999995,0.0,COMBINED_TGT
2026-01-28,2026-01-28 10:00:00+05:30,2026-03-02,delta_target,25500.0,25500.0,372.5,422.75,383.0,380.25,EOD,EOD,1600.0,100.0,1500.0,-242.4999999999984,EOD
2026-01-29,2026-01-29 10:00:00+05:30,2026-03-02,delta_target,25350.0,25350.0,430.05,364.85,375.95,364.85,COMBINED_TGT,COMBINED_TGT,2705.000000000001,100.0,2605.000000000001,0.0,COMBINED_TGT
2026-01-30,2026-01-30 10:00:00+05:30,2026-03-02,delta_target,25450.0,25450.0,392.4,387.3,370.0,363.9,EOD,EOD,2290.0000000000005,100.0,2190.0000000000005,-1067.5000000000014,EOD
2026-02-01,2026-02-01 10:00:00+05:30,2026-03-02,delta_target,25450.0,25450.0,360.5,379.15,300.0,361.15,COMBINED_TGT,COMBINED_TGT,3925.0,100.0,3825.0,-590.0000000000032,COMBINED_TGT
2026-02-02,2026-02-02 10:00:00+05:30,2026-03-02,delta_target,24900.0,24900.0,411.6,375.0,535.08,251.5,LEG_SL,EOD,0.9999999999990905,100.0,-99.00000000000091,-1040.0000000000005,EOD
2026-02-03,2026-02-03 10:00:00+05:30,2026-03-02,delta_target,25800.0,25700.0,386.55,408.0,356.4,331.1,COMBINED_TGT,COMBINED_TGT,5352.500000000001,100.0,5252.500000000001,0.0,COMBINED_TGT
2026-02-04,2026-02-04 10:00:00+05:30,2026-03-02,delta_target,25850.0,25850.0,327.8,308.0,295.0,290.0,COMBINED_TGT,COMBINED_TGT,2540.0000000000005,100.0,2440.0000000000005,-59.99999999999943,COMBINED_TGT
2026-02-05,2026-02-05 10:00:00+05:30,2026-03-02,delta_target,25750.0,25750.0,303.25,297.9,293.35,288.4,EOD,EOD,969.9999999999989,100.0,869.9999999999989,-485.0000000000023,EOD
2026-02-06,2026-02-06 10:00:00+05:30,2026-03-02,delta_target,25650.0,25650.0,300.2,279.55,341.65,221.15,EOD,EOD,847.5000000000009,100.0,747.5000000000009,0.0,EOD
2026-02-09,2026-02-09 10:00:00+05:30,2026-03-02,delta_target,25900.0,25900.0,274.25,244.0,284.05,236.5,EOD,EOD,-115.00000000000057,100.0,-215.00000000000057,-574.9999999999986,EOD
2026-02-10,2026-02-10 10:00:00+05:30,2026-03-02,delta_target,26300.0,26050.0,136.0,250.6,118.0,257.95,EOD,EOD,532.5000000000002,100.0,432.5000000000002,-320.0000000000003,EOD
2026-02-11,2026-02-11 10:00:00+05:30,2026-03-02,delta_target,26000.0,26000.0,249.0,222.35,247.0,214.8,EOD,EOD,477.49999999999915,100.0,377.49999999999915,0.0,EOD
